order_no,order_date,order_status,customer_type,customer_legacy_code
EB2B1000000536,2025-07-17,X,I,GC49691460
EB2B1000000537,2025-07-15,C,I,GC77001977
EB2B1000000538,2025-06-10,P,I,GC34235540
EB2B1000000539,2025-06-14,C,I,GC68488779
EB2B1000000540,2025-06-05,P,I,GC87632976
EB2B1000000541,2025-06-26,C,I,GC24952744
EB2B1000000542,2025-07-14,C,D,GC43814834
EB2B1000000543,2025-06-25,C,D,GC85673348
EB2B1000000544,2025-06-02,C,I,GC27106450
EB2B1000000545,2025-06-03,C,I,GC29077681
EB2B1000000546,2025-07-02,C,D,GC82685498
EB2B1000000547,2025-06-28,P,I,GC60192126
EB2B1000000548,2025-07-24,C,I,GC64212251
EB2B1000000549,2025-06-30,C,D,GC57113712
EB2B1000000550,2025-06-27,P,I,GC52768905
EB2B1000000551,2025-06-12,C,I,GC32965874
EB2B1000000552,2025-06-01,C,I,GC33516421
EB2B1000000553,2025-07-07,P,I,GC81169409
EB2B1000000554,2025-07-28,X,D,GC15049433
EB2B1000000555,2025-06-03,C,I,GC84424395
EB2B1000000556,2025-07-13,P,I,GC82446342
EB2B1000000557,2025-06-05,C,D,GC20191870
EB2B1000000558,2025-07-20,C,I,GC44834976
EB2B1000000559,2025-07-27,C,I,GC79316990
EB2B1000000560,2025-06-18,C,D,GC14778162
EB2B1000000561,2025-07-16,C,I,GC72126724
EB2B1000000562,2025-06-19,C,D,GC29310253
EB2B1000000563,2025-07-17,C,D,GC22178177
EB2B1000000564,2025-07-01,C,D,GC22452337
EB2B1000000565,2025-06-13,C,I,GC13404379
EB2B1000000566,2025-07-22,P,D,GC15727818
EB2B1000000567,2025-06-18,C,I,GC74077726
EB2B1000000568,2025-06-02,P,I,GC26974987
EB2B1000000569,2025-07-13,P,I,GC40379009
EB2B1000000570,2025-06-18,C,I,GC83137443
EB2B1000000571,2025-07-26,C,I,GC82001505
EB2B1000000572,2025-06-13,C,I,GC52734662
EB2B1000000573,2025-06-16,X,I,GC55247029
EB2B1000000574,2025-07-15,C,D,GC91543479
EB2B1000000575,2025-06-29,C,I,GC67917038
EB2B1000000576,2025-07-22,C,D,GC47058592
EB2B1000000577,2025-06-01,C,D,GC52325110
EB2B1000000578,2025-07-12,C,I,GC60661928
EB2B1000000579,2025-06-03,C,I,GC95483760
EB2B1000000580,2025-07-26,C,I,GC35228980
EB2B1000000581,2025-07-07,C,D,GC82226781
EB2B1000000582,2025-07-24,C,I,GC43204963
EB2B1000000583,2025-07-25,P,D,GC26739248
EB2B1000000584,2025-06-28,C,I,GC13488600
EB2B1000000585,2025-07-06,C,I,GC75978338
EB2B1000000586,2025-07-31,P,I,GC83722452
EB2B1000000587,2025-07-15,C,I,GC41974274
EB2B1000000588,2025-07-02,P,D,GC13733713
EB2B1000000589,2025-07-21,C,D,GC89972230
EB2B1000000590,2025-06-15,P,I,GC85851838
EB2B1000000591,2025-07-16,C,I,GC93644995
EB2B1000000592,2025-07-25,P,I,GC43004621
EB2B1000000593,2025-07-18,C,I,GC60283839
EB2B1000000594,2025-06-04,C,D,GC18580762
EB2B1000000595,2025-06-19,C,I,GC65144861
EB2B1000000596,2025-06-24,C,D,GC14797564
EB2B1000000597,2025-06-06,C,I,GC64788762
EB2B1000000598,2025-07-09,C,I,GC85613530
EB2B1000000599,2025-06-24,P,I,GC11189670
EB2B1000000600,2025-06-30,C,D,GC20242515
EB2B1000000601,2025-07-23,C,D,GC40688223
EB2B1000000602,2025-07-01,C,D,GC52441045
EB2B1000000603,2025-07-05,C,I,GC71433172
EB2B1000000604,2025-06-11,P,I,GC63609010
EB2B1000000605,2025-06-24,C,D,GC64406548
EB2B1000000606,2025-07-13,C,D,GC59643635
EB2B1000000607,2025-07-28,C,D,GC82288338
EB2B1000000608,2025-06-24,C,D,GC38162314
EB2B1000000609,2025-07-17,C,D,GC60536025
EB2B1000000610,2025-07-06,C,D,GC19158638
EB2B1000000611,2025-07-05,X,D,GC32228439
EB2B1000000612,2025-06-10,C,I,GC46076853
EB2B1000000613,2025-06-21,P,I,GC45924244
EB2B1000000614,2025-07-18,X,I,GC27422482
EB2B1000000615,2025-07-11,C,D,GC79759849
EB2B1000000616,2025-06-23,P,D,GC27847118
EB2B1000000617,2025-06-27,C,D,GC76532158
EB2B1000000618,2025-06-12,C,I,GC51275542
EB2B1000000619,2025-07-08,C,D,GC82440371
EB2B1000000620,2025-06-26,C,I,GC98555359
EB2B1000000621,2025-06-24,C,D,GC14375434
EB2B1000000622,2025-06-30,C,I,GC27921592
EB2B1000000623,2025-06-23,P,D,GC60260797
EB2B1000000624,2025-07-20,P,I,GC18765169
EB2B1000000625,2025-06-19,C,D,GC63813150
EB2B1000000626,2025-06-10,C,D,GC34953074
EB2B1000000627,2025-07-23,P,D,GC17132030
EB2B1000000628,2025-07-14,P,D,GC81254233
EB2B1000000629,2025-07-19,C,D,GC12788232
EB2B1000000630,2025-07-27,C,I,GC96848857
EB2B1000000631,2025-07-02,P,I,GC20251264
EB2B1000000632,2025-07-14,P,D,GC94288202
EB2B1000000633,2025-07-05,C,D,GC13484583
EB2B1000000634,2025-06-27,X,I,GC70903036
EB2B1000000635,2025-06-24,C,D,GC68219225
EB2B1000000636,2025-06-28,X,I,GC91145880
EB2B1000000637,2025-06-06,C,I,GC65440710
EB2B1000000638,2025-07-09,C,D,GC25475060
EB2B1000000639,2025-06-17,C,I,GC19148527
EB2B1000000640,2025-07-27,P,I,GC61240239
EB2B1000000641,2025-06-09,C,I,GC40558998
EB2B1000000642,2025-06-22,P,I,GC45621515
EB2B1000000643,2025-07-30,C,I,GC39009455
EB2B1000000644,2025-06-23,C,D,GC76566782
EB2B1000000645,2025-07-12,C,I,GC64627534
EB2B1000000646,2025-06-30,C,D,GC10113173
EB2B1000000647,2025-06-29,C,I,GC30447536
EB2B1000000648,2025-07-19,C,I,GC64544291
EB2B1000000649,2025-07-05,C,I,GC18223029
EB2B1000000650,2025-07-26,C,I,GC48149420
EB2B1000000651,2025-07-14,C,D,GC82536595
EB2B1000000652,2025-06-11,C,I,GC20892520
EB2B1000000653,2025-07-27,C,I,GC58190104
EB2B1000000654,2025-06-03,C,I,GC46076853
EB2B1000000655,2025-06-22,C,I,GC76992183
EB2B1000000656,2025-07-03,C,D,GC88514495
EB2B1000000657,2025-07-29,C,I,GC79297448
EB2B1000000658,2025-07-26,C,I,GC99242791
EB2B1000000659,2025-07-11,C,I,GC68764105
EB2B1000000660,2025-06-10,C,D,GC35414874
EB2B1000000661,2025-07-09,P,I,GC10811032
EB2B1000000662,2025-06-22,P,I,GC46849119
EB2B1000000663,2025-07-05,C,I,GC26912191
EB2B1000000664,2025-07-11,C,D,GC57848816
EB2B1000000665,2025-07-24,C,I,GC98256603
EB2B1000000666,2025-07-18,P,D,GC41992031
EB2B1000000667,2025-06-11,C,I,GC94104500
EB2B1000000668,2025-07-25,P,I,GC87595788
EB2B1000000669,2025-07-22,C,I,GC28111796
EB2B1000000670,2025-07-07,C,I,GC79277190
EB2B1000000671,2025-06-09,C,D,GC22321103
EB2B1000000672,2025-07-23,C,I,GC17423236
EB2B1000000673,2025-07-21,C,I,GC60653117
EB2B1000000674,2025-06-14,C,D,GC85088096
EB2B1000000675,2025-07-23,P,I,GC98864649
EB2B1000000676,2025-07-15,P,I,GC78105370
EB2B1000000677,2025-06-26,C,I,GC97428745
EB2B1000000678,2025-06-06,C,D,GC13519791
EB2B1000000679,2025-07-23,P,I,GC66689004
EB2B1000000680,2025-06-27,C,D,GC10213612
EB2B1000000681,2025-07-27,C,D,GC84059354
EB2B1000000682,2025-06-08,C,I,GC30998769
EB2B1000000683,2025-07-03,C,I,GC51937627
EB2B1000000684,2025-07-05,P,D,GC22207568
EB2B1000000685,2025-06-03,C,I,GC95733862
EB2B1000000686,2025-07-04,C,D,GC63956682
EB2B1000000687,2025-06-07,C,I,GC57668359
EB2B1000000688,2025-07-07,C,I,GC47026058
EB2B1000000689,2025-06-01,P,I,GC66764586
EB2B1000000690,2025-06-17,C,I,GC63116625
EB2B1000000691,2025-07-30,C,I,GC65725304
EB2B1000000692,2025-07-06,X,I,GC67716265
EB2B1000000693,2025-07-13,C,I,GC35630898
EB2B1000000694,2025-07-31,C,I,GC75539768
EB2B1000000695,2025-06-11,C,I,GC24809069
EB2B1000000696,2025-07-18,C,I,GC50448811
EB2B1000000697,2025-06-15,C,I,GC75987111
EB2B1000000698,2025-07-14,C,I,GC28029509
EB2B1000000699,2025-07-16,C,D,GC67491018
EB2B1000000700,2025-07-21,C,I,GC26638464
EB2B1000000701,2025-06-22,C,D,GC44854691
EB2B1000000702,2025-07-02,C,I,GC46488536
EB2B1000000703,2025-06-08,C,I,GC95682794
EB2B1000000704,2025-06-21,P,I,GC86439010
EB2B1000000705,2025-07-17,P,I,GC24471004
EB2B1000000706,2025-07-24,C,D,GC34148004
EB2B1000000707,2025-07-22,P,I,GC75845287
EB2B1000000708,2025-06-24,C,I,GC21191907
EB2B1000000709,2025-07-06,C,I,GC46122478
EB2B1000000710,2025-07-30,P,I,GC61917499
EB2B1000000711,2025-06-26,C,D,GC50462140
EB2B1000000712,2025-07-04,C,D,GC18873909
EB2B1000000713,2025-07-13,C,D,GC53352227
EB2B1000000714,2025-07-23,C,D,GC54866590
EB2B1000000715,2025-06-26,C,I,GC21091816
EB2B1000000716,2025-06-15,C,D,GC23151704
EB2B1000000717,2025-07-07,C,D,GC34822996
EB2B1000000718,2025-06-23,C,I,GC80793145
EB2B1000000719,2025-07-18,C,D,GC43393307
EB2B1000000720,2025-06-27,C,I,GC42528051
EB2B1000000721,2025-07-15,C,I,GC36709158
EB2B1000000722,2025-07-19,C,I,GC38477668
EB2B1000000723,2025-06-07,P,D,GC66910429
EB2B1000000724,2025-06-15,C,I,GC42086411
EB2B1000000725,2025-07-11,C,I,GC59508547
EB2B1000000726,2025-07-12,P,D,GC47824471
EB2B1000000727,2025-06-30,X,D,GC36119029
EB2B1000000728,2025-06-10,C,I,GC26206185
EB2B1000000729,2025-07-24,C,D,GC73683359
EB2B1000000730,2025-07-15,C,I,GC24848878
EB2B1000000731,2025-07-28,C,D,GC76855296
EB2B1000000732,2025-07-19,C,I,GC29070042
EB2B1000000733,2025-06-13,C,I,GC98493393
EB2B1000000734,2025-07-16,C,I,GC69853349
EB2B1000000735,2025-06-01,C,I,GC52060116
EB2B1000000736,2025-07-28,C,I,GC14967155
EB2B1000000737,2025-07-21,X,I,GC43522920
EB2B1000000738,2025-07-03,X,I,GC67229772
EB2B1000000739,2025-07-22,C,I,GC84464967
EB2B1000000740,2025-06-07,C,I,GC68781037
EB2B1000000741,2025-07-02,X,I,GC45005058
EB2B1000000742,2025-06-10,C,I,GC43681911
EB2B1000000743,2025-07-29,C,D,GC28478117
EB2B1000000744,2025-06-05,C,D,GC52928316
EB2B1000000745,2025-07-15,C,D,GC55665951
EB2B1000000746,2025-07-31,C,D,GC37637454
EB2B1000000747,2025-06-20,P,D,GC38950113
EB2B1000000748,2025-06-16,C,I,GC94408740
EB2B1000000749,2025-07-19,P,D,GC48255801
EB2B1000000750,2025-06-26,C,D,GC24258231
EB2B1000000751,2025-06-20,C,I,GC31755295
EB2B1000000752,2025-07-23,C,I,GC36007403
EB2B1000000753,2025-06-14,C,I,GC49398948
EB2B1000000754,2025-07-05,C,D,GC95123938
EB2B1000000755,2025-07-11,P,I,GC24000677
EB2B1000000756,2025-06-07,C,I,GC83260153
EB2B1000000757,2025-07-31,C,I,GC39927143
EB2B1000000758,2025-07-23,C,D,GC68549800
EB2B1000000759,2025-06-13,P,D,GC62487600
EB2B1000000760,2025-06-02,C,D,GC77108989
EB2B1000000761,2025-06-02,C,D,GC77115173
EB2B1000000762,2025-06-02,C,I,GC73904001
EB2B1000000763,2025-06-19,C,I,GC11804855
EB2B1000000764,2025-06-08,C,I,GC83543652
EB2B1000000765,2025-06-14,X,I,GC80166008
EB2B1000000766,2025-06-12,C,I,GC73589030
EB2B1000000767,2025-07-23,C,D,GC40465492
EB2B1000000768,2025-07-20,P,D,GC33586265
EB2B1000000769,2025-07-14,P,I,GC69378298
EB2B1000000770,2025-06-05,C,I,GC77408068
EB2B1000000771,2025-06-05,C,D,GC21555506
EB2B1000000772,2025-06-17,X,D,GC71868214
EB2B1000000773,2025-06-29,C,I,GC98750131
EB2B1000000774,2025-07-31,P,I,GC97245556
EB2B1000000775,2025-06-08,C,I,GC10113173
EB2B1000000776,2025-06-28,C,I,GC95388938
EB2B1000000777,2025-07-31,C,I,GC20443308
EB2B1000000778,2025-06-23,P,I,GC15987530
EB2B1000000779,2025-07-13,X,D,GC94674464
EB2B1000000780,2025-06-26,C,I,GC37187070
EB2B1000000781,2025-06-01,C,D,GC41602967
EB2B1000000782,2025-07-15,C,I,GC58483417
EB2B1000000783,2025-07-09,P,D,GC54326109
EB2B1000000784,2025-06-20,C,I,GC59966944
EB2B1000000785,2025-06-22,P,I,GC65424925
EB2B1000000786,2025-06-25,C,I,GC26655437
EB2B1000000787,2025-06-24,C,D,GC20750109
EB2B1000000788,2025-06-14,C,I,GC98429098
EB2B1000000789,2025-06-20,C,I,GC57367517
EB2B1000000790,2025-06-28,C,D,GC19989411
EB2B1000000791,2025-07-10,P,D,GC99479873
EB2B1000000792,2025-07-08,C,D,GC49600674
EB2B1000000793,2025-07-29,C,D,GC32711457
EB2B1000000794,2025-07-01,P,D,GC35343427
EB2B1000000795,2025-07-11,P,I,GC19560913
EB2B1000000796,2025-07-10,C,I,GC22112987
EB2B1000000797,2025-07-08,C,D,GC68700864
EB2B1000000798,2025-06-03,C,I,GC87761531
EB2B1000000799,2025-07-14,C,I,GC29148862
EB2B1000000800,2025-07-02,C,D,GC82296289
EB2B1000000801,2025-06-03,C,D,GC75122376
EB2B1000000802,2025-07-02,C,I,GC76699729
EB2B1000000803,2025-06-21,P,I,GC70448464
EB2B1000000804,2025-06-23,P,I,GC61349988
EB2B1000000805,2025-06-02,X,D,GC14593302
EB2B1000000806,2025-06-17,P,D,GC99163564
EB2B1000000807,2025-07-15,C,I,GC63998141
EB2B1000000808,2025-07-01,C,I,GC80490297
EB2B1000000809,2025-07-26,C,D,GC12005006
EB2B1000000810,2025-07-22,C,I,GC75939337
EB2B1000000811,2025-06-25,C,I,GC86951857
EB2B1000000812,2025-07-19,C,D,GC35895959
EB2B1000000813,2025-07-05,P,I,GC30924610
EB2B1000000814,2025-07-20,C,D,GC23410159
EB2B1000000815,2025-06-07,P,I,GC73174275
EB2B1000000816,2025-06-28,C,I,GC47302753
EB2B1000000817,2025-07-15,C,I,GC95596429
EB2B1000000818,2025-07-08,C,I,GC17744982
EB2B1000000819,2025-07-10,C,D,GC19655576
EB2B1000000820,2025-07-27,C,D,GC95427135
EB2B1000000821,2025-06-23,C,D,GC24762625
EB2B1000000822,2025-07-31,C,D,GC17666327
EB2B1000000823,2025-07-14,P,I,GC35914696
EB2B1000000824,2025-07-02,C,I,GC90523345
EB2B1000000825,2025-06-02,C,D,GC50935883
EB2B1000000826,2025-06-25,P,I,GC48131375
EB2B1000000827,2025-06-03,C,D,GC66867849
EB2B1000000828,2025-07-02,C,D,GC70663511
EB2B1000000829,2025-07-19,C,I,GC48226119
EB2B1000000830,2025-07-28,C,I,GC41500479
EB2B1000000831,2025-06-06,C,D,GC22343983
EB2B1000000832,2025-07-01,C,D,GC28490280
EB2B1000000833,2025-06-17,C,I,GC36098642
EB2B1000000834,2025-07-05,C,I,GC55596469
EB2B1000000835,2025-06-06,P,I,GC35288872
EB2B1000000836,2025-06-06,C,D,GC24582780
EB2B1000000837,2025-06-16,P,I,GC48530763
EB2B1000000838,2025-07-17,C,D,GC69567958
EB2B1000000839,2025-07-24,P,I,GC51822962
EB2B1000000840,2025-07-16,P,I,GC31248859
EB2B1000000841,2025-07-11,C,D,GC16994436
EB2B1000000842,2025-07-30,X,D,GC54791430
EB2B1000000843,2025-06-07,C,I,GC79394567
EB2B1000000844,2025-06-30,C,I,GC96588420
EB2B1000000845,2025-06-25,C,D,GC90656304
EB2B1000000846,2025-07-18,X,I,GC23005510
EB2B1000000847,2025-06-22,P,I,GC80151077
EB2B1000000848,2025-06-16,C,I,GC76800348
EB2B1000000849,2025-07-09,C,D,GC97283256
EB2B1000000850,2025-07-01,C,D,GC97056735
EB2B1000000851,2025-06-03,C,D,GC49000574
EB2B1000000852,2025-06-21,C,I,GC81189018
EB2B1000000853,2025-06-20,C,D,GC76742957
EB2B1000000854,2025-07-06,C,D,GC99575241
EB2B1000000855,2025-07-20,P,I,GC34354859
EB2B1000000856,2025-07-16,C,I,GC31791910
EB2B1000000857,2025-07-25,P,D,GC28503943
EB2B1000000858,2025-06-29,C,I,GC50154990
EB2B1000000859,2025-06-14,X,I,GC59046143
EB2B1000000860,2025-07-10,C,I,GC24406372
EB2B1000000861,2025-06-27,C,I,GC44008132
EB2B1000000862,2025-06-07,C,D,GC51818682
EB2B1000000863,2025-06-01,P,I,GC14723822
EB2B1000000864,2025-07-14,C,I,GC45915393
EB2B1000000865,2025-06-09,C,I,GC44426734
EB2B1000000866,2025-07-08,C,I,GC12499514
EB2B1000000867,2025-07-26,C,I,GC64864887
EB2B1000000868,2025-07-14,C,I,GC33559082
EB2B1000000869,2025-07-20,C,I,GC28618004
EB2B1000000870,2025-06-02,C,I,GC11636220
EB2B1000000871,2025-07-30,C,I,GC91212919
EB2B1000000872,2025-07-03,C,I,GC15245871
EB2B1000000873,2025-06-29,P,D,GC49123810
EB2B1000000874,2025-06-05,C,I,GC56828593
EB2B1000000875,2025-07-03,C,I,GC88103795
EB2B1000000876,2025-06-12,C,D,GC16052535
EB2B1000000877,2025-06-30,C,D,GC12795332
EB2B1000000878,2025-06-18,C,I,GC96418337
EB2B1000000879,2025-07-15,C,I,GC79021601
EB2B1000000880,2025-07-07,P,D,GC71551388
EB2B1000000881,2025-06-25,X,I,GC90523345
EB2B1000000882,2025-07-22,P,I,GC32602089
EB2B1000000883,2025-07-30,C,D,GC52181984
EB2B1000000884,2025-07-05,C,D,GC50385068
EB2B1000000885,2025-07-12,P,I,GC51572498
EB2B1000000886,2025-07-17,C,I,GC86427662
EB2B1000000887,2025-06-04,C,D,GC35482265
EB2B1000000888,2025-06-17,C,I,GC55926778
EB2B1000000889,2025-07-08,C,D,GC35112788
EB2B1000000890,2025-06-08,C,D,GC10937251
EB2B1000000891,2025-07-15,C,D,GC63007123
EB2B1000000892,2025-07-04,C,I,GC18042731
EB2B1000000893,2025-07-02,P,I,GC20376565
EB2B1000000894,2025-06-12,C,D,GC91430545
EB2B1000000895,2025-07-28,C,I,GC17143361
EB2B1000000896,2025-06-29,C,D,GC11610470
EB2B1000000897,2025-06-19,P,I,GC36779296
EB2B1000000898,2025-07-25,C,I,GC87336413
EB2B1000000899,2025-06-11,C,I,GC68709658
EB2B1000000900,2025-06-03,P,I,GC13962354
EB2B1000000901,2025-06-19,C,I,GC46126008
EB2B1000000902,2025-07-09,C,I,GC95560869
EB2B1000000903,2025-06-22,C,D,GC39464318
EB2B1000000904,2025-06-28,X,I,GC99856875
EB2B1000000905,2025-06-08,C,I,GC37079584
EB2B1000000906,2025-07-14,C,I,GC13953980
EB2B1000000907,2025-06-10,C,D,GC29177565
EB2B1000000908,2025-07-24,C,I,GC15022195
EB2B1000000909,2025-06-05,C,D,GC14051460
EB2B1000000910,2025-06-13,C,I,GC26469781
EB2B1000000911,2025-07-01,P,D,GC37931877
EB2B1000000912,2025-07-02,P,I,GC62027391
EB2B1000000913,2025-06-16,C,D,GC68192155
EB2B1000000914,2025-06-01,C,I,GC36015276
EB2B1000000915,2025-06-25,C,I,GC80811787
EB2B1000000916,2025-07-20,C,D,GC84097665
EB2B1000000917,2025-07-18,C,I,GC24789528
EB2B1000000918,2025-07-22,C,I,GC49586388
EB2B1000000919,2025-07-12,C,I,GC53272417
EB2B1000000920,2025-07-28,P,I,GC77428032
EB2B1000000921,2025-06-12,C,D,GC51046667
EB2B1000000922,2025-07-20,C,I,GC37762012
EB2B1000000923,2025-06-25,C,D,GC94736292
EB2B1000000924,2025-06-03,C,I,GC53105260
EB2B1000000925,2025-06-20,C,D,GC46262253
EB2B1000000926,2025-06-12,C,D,GC90492828
EB2B1000000927,2025-06-15,C,I,GC30980122
EB2B1000000928,2025-06-22,C,I,GC49236254
EB2B1000000929,2025-07-26,C,I,GC56654498
EB2B1000000930,2025-07-14,C,D,GC24471004
EB2B1000000931,2025-07-08,C,D,GC91018650
EB2B1000000932,2025-07-25,C,I,GC46597195
EB2B1000000933,2025-07-02,C,I,GC37247147
EB2B1000000934,2025-06-15,C,I,GC31388734
EB2B1000000935,2025-07-16,C,I,GC29741209
EB2B1000000936,2025-06-29,C,I,GC60090353
EB2B1000000937,2025-07-22,P,D,GC34800996
EB2B1000000938,2025-07-15,X,I,GC11876942
EB2B1000000939,2025-07-31,C,D,GC62221499
EB2B1000000940,2025-07-29,C,I,GC95689443
EB2B1000000941,2025-06-08,C,I,GC57712141
EB2B1000000942,2025-06-07,P,I,GC77304275
EB2B1000000943,2025-06-11,C,I,GC48939164
EB2B1000000944,2025-06-09,C,I,GC52323961
EB2B1000000945,2025-06-09,C,I,GC88848693
EB2B1000000946,2025-07-18,C,I,GC74597455
EB2B1000000947,2025-07-31,C,I,GC45064728
EB2B1000000948,2025-07-09,X,I,GC96024494
EB2B1000000949,2025-07-07,C,D,GC42161649
EB2B1000000950,2025-06-02,C,I,GC74923735
EB2B1000000951,2025-06-29,C,D,GC85913174
EB2B1000000952,2025-07-02,C,I,GC55760780
EB2B1000000953,2025-06-24,C,D,GC36458585
EB2B1000000954,2025-07-21,C,I,GC27071472
EB2B1000000955,2025-07-15,C,D,GC27790417
EB2B1000000956,2025-06-28,C,I,GC56888632
EB2B1000000957,2025-06-02,C,D,GC41954134
EB2B1000000958,2025-07-16,C,I,GC42875817
EB2B1000000959,2025-07-04,C,I,GC84059354
EB2B1000000960,2025-07-28,C,D,GC16118522
EB2B1000000961,2025-07-15,C,I,GC26154220
EB2B1000000962,2025-06-24,C,I,GC89345641
EB2B1000000963,2025-07-11,C,D,GC84277128
EB2B1000000964,2025-07-05,C,D,GC73104323
EB2B1000000965,2025-06-07,P,D,GC68399149
EB2B1000000966,2025-06-27,C,D,GC13792466
EB2B1000000967,2025-07-01,C,I,GC88609496
EB2B1000000968,2025-06-03,C,D,GC99019649
EB2B1000000969,2025-06-18,C,I,GC31506414
EB2B1000000970,2025-06-28,C,I,GC22596044
EB2B1000000971,2025-07-06,C,I,GC92903638
EB2B1000000972,2025-07-15,P,I,GC79748476
EB2B1000000973,2025-06-28,C,D,GC84170763
EB2B1000000974,2025-06-05,P,I,GC62338292
EB2B1000000975,2025-06-05,C,D,GC79926758
EB2B1000000976,2025-06-06,C,D,GC19450582
EB2B1000000977,2025-06-17,C,I,GC45729141
EB2B1000000978,2025-07-27,C,I,GC16314854
EB2B1000000979,2025-07-31,C,I,GC18580762
EB2B1000000980,2025-07-13,C,D,GC31530932
EB2B1000000981,2025-06-23,C,I,GC24902300
EB2B1000000982,2025-07-01,X,I,GC11655896
EB2B1000000983,2025-06-26,C,I,GC89263249
EB2B1000000984,2025-07-03,C,I,GC53397675
EB2B1000000985,2025-07-29,C,D,GC10072871
EB2B1000000986,2025-06-16,X,I,GC51659934
EB2B1000000987,2025-07-29,X,I,GC12226394
EB2B1000000988,2025-07-30,C,I,GC17961369
EB2B1000000989,2025-07-27,C,D,GC14323017
EB2B1000000990,2025-06-09,C,I,GC29364653
EB2B1000000991,2025-06-08,C,I,GC23430634
EB2B1000000992,2025-06-02,C,I,GC39149156
EB2B1000000993,2025-06-11,C,I,GC34235540
EB2B1000000994,2025-06-06,P,I,GC61198338
EB2B1000000995,2025-07-07,P,I,GC36542426
EB2B1000000996,2025-06-12,C,D,GC88699665
EB2B1000000997,2025-07-13,C,I,GC76036393
EB2B1000000998,2025-06-13,C,I,GC94139980
EB2B1000000999,2025-06-29,C,D,GC91971952
EB2B1000001000,2025-07-13,P,D,GC67904194
EB2B1000001001,2025-07-05,C,I,GC11055770
EB2B1000001002,2025-06-24,C,D,GC47911547
EB2B1000001003,2025-07-06,C,I,GC86556525
EB2B1000001004,2025-06-17,P,D,GC61271721
EB2B1000001005,2025-07-01,C,I,GC90529679
EB2B1000001006,2025-06-05,C,D,GC27748717
EB2B1000001007,2025-07-21,C,D,GC77310099
EB2B1000001008,2025-07-13,C,I,GC73351303
EB2B1000001009,2025-06-12,C,I,GC53901191
EB2B1000001010,2025-07-08,C,I,GC21768256
EB2B1000001011,2025-06-27,P,I,GC82143514
EB2B1000001012,2025-06-08,P,D,GC38737174
EB2B1000001013,2025-07-06,C,I,GC52991351
EB2B1000001014,2025-06-03,C,D,GC88426937
EB2B1000001015,2025-06-15,P,D,GC65866810
EB2B1000001016,2025-06-13,C,I,GC33353610
EB2B1000001017,2025-06-10,C,I,GC14738104
EB2B1000001018,2025-06-20,C,D,GC61193233
EB2B1000001019,2025-06-09,C,I,GC26206185
EB2B1000001020,2025-07-18,C,I,GC72733686
EB2B1000001021,2025-07-15,C,I,GC81416669
EB2B1000001022,2025-06-26,C,I,GC38442071
EB2B1000001023,2025-06-01,C,I,GC72126560
EB2B1000001024,2025-06-24,C,I,GC77783433
EB2B1000001025,2025-06-04,C,I,GC59381407
EB2B1000001026,2025-07-03,P,I,GC57921617
EB2B1000001027,2025-07-21,C,I,GC65635129
EB2B1000001028,2025-06-01,C,I,GC23908449
EB2B1000001029,2025-06-08,C,I,GC99753485
EB2B1000001030,2025-07-04,C,D,GC81308986
EB2B1000001031,2025-07-13,C,I,GC37523284
EB2B1000001032,2025-06-18,X,I,GC35855792
EB2B1000001033,2025-07-08,C,I,GC47979220
EB2B1000001034,2025-07-04,C,I,GC41193292
EB2B1000001035,2025-06-01,C,I,GC49017499
EB2B1000001036,2025-06-20,P,D,GC37414797
EB2B1000001037,2025-07-27,C,D,GC27075512
EB2B1000001038,2025-07-22,C,D,GC49994087
EB2B1000001039,2025-06-09,C,D,GC81809727
EB2B1000001040,2025-06-21,C,I,GC69127002
EB2B1000001041,2025-07-29,C,I,GC94828438
EB2B1000001042,2025-06-16,C,D,GC14441335
EB2B1000001043,2025-07-26,C,D,GC86424646
EB2B1000001044,2025-07-01,C,I,GC36912165
EB2B1000001045,2025-07-22,C,I,GC86744869
EB2B1000001046,2025-06-14,C,I,GC80528150
EB2B1000001047,2025-06-13,C,I,GC41225585
EB2B1000001048,2025-07-13,C,I,GC71865804
EB2B1000001049,2025-07-01,P,D,GC95828882
EB2B1000001050,2025-07-01,C,I,GC86844836
EB2B1000001051,2025-07-01,C,I,GC82716383
EB2B1000001052,2025-06-14,C,I,GC80920296
EB2B1000001053,2025-06-07,C,I,GC95560869
EB2B1000001054,2025-06-12,C,I,GC57370989
EB2B1000001055,2025-06-25,C,D,GC86935230
EB2B1000001056,2025-07-06,C,I,GC31356391
EB2B1000001057,2025-07-11,C,I,GC56223620
EB2B1000001058,2025-07-11,C,I,GC67400784
EB2B1000001059,2025-07-05,C,I,GC16920612
EB2B1000001060,2025-07-25,C,I,GC28687147
EB2B1000001061,2025-07-22,C,D,GC80881914
EB2B1000001062,2025-06-05,C,I,GC73025187
EB2B1000001063,2025-06-10,C,I,GC24961257
EB2B1000001064,2025-07-13,P,I,GC88699665
EB2B1000001065,2025-06-09,C,D,GC87781432
EB2B1000001066,2025-07-25,C,I,GC94772931
EB2B1000001067,2025-07-03,P,I,GC49658873
EB2B1000001068,2025-06-10,C,I,GC30119214
EB2B1000001069,2025-07-26,C,I,GC62724203
EB2B1000001070,2025-07-19,C,I,GC43207452
EB2B1000001071,2025-06-05,P,I,GC26320018
EB2B1000001072,2025-07-01,C,D,GC28824809
